timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-06-05	3.619999885559082	3.680000066757202	3.549999952316284	3.670000076293945	37293900	NIO	0.0	3.6619751038615145	0.0	0.0	0.0	0.0	-1.3624029889763447	3.6619751038615145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.276249425358517	1
2025-06-06	3.630000114440918	3.700000047683716	3.569999933242798	3.5899999141693115	31176800	NIO	-0.8287285176291446	3.641459856354473	0.0	0.0	0.0	0.276249425358517	1.1142117333688593	3.641459856354473	-16.402414335856534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.8264520347810004	0
2025-06-09	3.5999999046325684	3.700000047683716	3.5999999046325684	3.630000114440918	23999800	NIO	0.0	2.777781825006852	0.0	0.0	0.0	-0.8264520347810004	-0.8264520347810004	2.777781825006852	-23.02032280413641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	5.833334547502055	4
2025-06-10	3.809999942779541	3.809999942779541	3.630000114440918	3.650000095367432	40706700	NIO	1.3888942238726798	4.958672800657641	0.0	0.0	0.0	5.833334547502055	4.383557348811585	4.958672800657641	69.61266343886199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.8372686166428187	0
2025-06-11	3.740000009536743	3.900000095367432	3.740000009536743	3.849999904632568	31465400	NIO	1.0498677809387418	4.278077150339564	0.812400101240091	0.0	0.9555667852669966	-1.8372686166428187	-2.8571402031326234	4.278077150339564	-22.70215959534917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.20855945646174	0
2025-06-12	3.619999885559082	3.690000057220459	3.609999895095825	3.670000076293945	22556000	NIO	-1.871655964286184	2.216071037379081	1.106291985590104	0.0	0.7523446563049724	-3.20855945646174	-1.3624029889763447	2.216071037379081	-28.314910981586124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.038671231306864	0
2025-06-13	3.509999990463257	3.5899999141693115	3.490000009536743	3.539999961853028	39274700	NIO	-2.209942713677706	2.865326772473052	1.1481897263114238	0.0	1.242849801205803	-3.038671231306864	-0.8474568280522619	2.865326772473052	74.12085476148253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.2849000139722797	1
2025-06-16	3.5199999809265137	3.5899999141693115	3.509999990463257	3.5199999809265137	21246000	NIO	0.2849000139722797	2.2792001117782377	1.2361037853400012	0.0	0.6842564966685732	0.2849000139722797	0.0	2.2792001117782377	-45.90410620577624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-2.272725117600642	0
2025-06-17	3.440000057220459	3.5199999809265137	3.440000057220459	3.509999990463257	23446500	NIO	-0.2840906397000802	2.3255791388182447	0.8697707755138967	0.0	0.8495810523478027	-2.272725117600642	-1.994300097805958	2.3255791388182447	10.357243716464277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.5813947847045612	0
2025-06-18	3.4200000762939453	3.4800000190734863	3.4200000762939453	3.4600000381469727	25543100	NIO	0.5813947847045612	1.7543842526623408	0.3951946705033996	1.0257811456186097	0.9670559408418348	-0.5813947847045612	-1.1560682489023788	1.7543842526623408	8.942059582453671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.2923973754437234	0
