timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-06-05	29.270000457763672	29.65999984741211	29.125	29.6200008392334	3222700	LI	0.0	1.8369093473377145	0.0	0.0	0.0	0.0	-1.1816352854593133	1.8369093473377145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.8541168298263185	2.0
2025-06-06	29.520000457763672	29.57999992370605	29.23500061035156	29.5	3248400	LI	0.7857859195055881	1.1800899817061556	0.0	0.0	0.0	0.8541168298263185	0.06779816191075211	1.1800899817061556	0.7974679616470661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.134143465437924	3.0
2025-06-09	30.14999961853028	30.549999237060547	29.975000381469727	30.5	6225600	LI	3.319781595662513	1.918261378726385	0.0	0.0	0.0	2.134143465437924	-1.147542234326949	1.918261378726385	91.651274473587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.565502053705268	0.0
2025-06-10	29.075000762939453	29.584999084472656	28.73500061035156	29.584999084472656	5516400	LI	-1.8739653108001144	2.958059704425035	0.0	0.0	0.0	-3.5655020537052677	-1.7238409238311245	2.958059704425035	-11.391673091750192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.117794830826241	2.0
2025-06-11	29.39999961853028	29.76000022888184	29.290000915527344	29.51000022888184	2967900	LI	1.4961288203880632	1.604640828486071	0.6575163286686614	0.0	0.7006043151881404	1.1177948308262413	-0.3727570637017476	1.604640828486071	-46.19860778768762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.8027169597744948	0.0
2025-06-12	28.8700008392334	29.239999771118164	28.82999992370605	28.84000015258789	2345000	LI	-1.9047601129539897	1.422129200475586	0.6926298058209696	0.0	0.5774923288332439	-1.8027169597744948	0.10402457172946919	1.422129200475586	-20.987903905118095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.844823616503343	0.0
2025-06-13	27.76000022888184	28.030000686645508	27.63999938964844	28.0	2960700	LI	-3.013511652036724	1.411003276444093	0.6456831602441914	0.0	0.7395981134714923	-3.844823616503343	-0.8571420397077161	1.411003276444093	26.255863539445627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.585016319992072	2.0
2025-06-16	28.200000762939453	28.739999771118164	28.18000030517578	28.18000030517578	2747700	LI	1.512968562071439	1.987223065570828	0.6478962806420834	0.0	0.830738252598608	1.585016319992072	0.07097394445378491	1.987223065570828	-7.194244604316546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-4.468085797138463	0.0
2025-06-17	26.940000534057617	27.63999938964844	26.795000076293945	27.600000381469727	4282900	LI	-2.1276608696346186	3.153570856310924	0.7301589775526385	0.0	1.3992564132721736	-4.468085797138463	-2.3913037619203243	3.153570856310924	55.872184008443426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.9302169541766927	0.0
2025-06-18	26.420000076293945	26.530000686645508	26.18000030517578	26.51499938964844	2944100	LI	-1.5775840236969878	1.3368998372415282	0.7675367258885523	0.6740642355814991	0.9633582890500249	-1.9302169541766934	-0.3582851802424851	1.3368998372415282	-31.25919353708936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.551854073535712	0.0
