timestamp	open	high	low	close	volume	quoteVolume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-07-15 16:00:00	4.559	4.718	4.543	4.675	1370502.0435	6371014.1167763	ATOMUSDT	0.0	3.852080123266561	0.0	0.0	0.0	0.0	2.5444176354463623	3.852080123266561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	3.165775401069531	3
2025-07-16 16:00:00	4.675	4.883	4.636	4.823	3405783.0373	16240113.4048287	ATOMUSDT	0.0	5.327868852459014	0.0	0.0	0.0	3.165775401069531	3.165775401069531	5.327868852459014	148.50623561292048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.6332158407630057	3
2025-07-17 16:00:00	4.823	5.159	4.688	4.95	2670734.007	13251874.1688182	ATOMUSDT	0.0	10.046928327645054	0.0	0.0	0.0	2.6332158407630057	2.6332158407630057	10.046928327645054	-21.58237980076159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-2.8484848484848486	0
2025-07-18 16:00:00	4.95	5.019	4.751	4.809	1856983.1721	9056669.5099867	ATOMUSDT	0.0	5.640917701536514	0.0	0.0	0.0	-2.8484848484848486	-2.8484848484848486	5.640917701536514	-30.469183107234088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	9.274277396548133	4
2025-07-19 16:00:00	4.809	5.261	4.799	5.255	1629708.5103	8230368.9158946	ATOMUSDT	0.0	9.627005626172114	2.769765889573577	0.0	0.7452677981668383	9.274277396548133	9.274277396548133	9.627005626172114	-12.238918758912758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.2473834443387231	0
2025-07-20 16:00:00	5.255	5.319	5.064	5.242	2325551.9621	12166364.569606	ATOMUSDT	0.0	5.03554502369668	2.479674000246579	0.0	0.9780464183667286	-0.2473834443387231	-0.2473834443387231	5.03554502369668	42.69741781442302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.4719572682182447	0
2025-07-21 16:00:00	5.242	5.276	4.919	5.06	3022324.0	15343951.19	ATOMUSDT	0.0	7.257572677373454	2.269204799758369	0.0	1.3134483960296532	-3.4719572682182447	-3.4719572682182447	7.257572677373454	29.96157683231497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-4.782608695652174	0
2025-07-22 16:00:00	5.06	5.14	4.742	4.818	3018340.0	14961818.662	ATOMUSDT	0.0	8.393083087304928	1.899493367607891	0.0	1.2732487633110738	-4.782608695652174	-4.782608695652174	8.393083087304928	-0.1318190902100502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.618929016189278	0
2025-07-23 16:00:00	4.818	4.818	4.454	4.74	2777678.0	12921719.392	ATOMUSDT	0.0	8.17242927705433	1.7111345111437066	0.0	1.0872727588014994	-1.618929016189278	-1.618929016189278	8.17242927705433	-7.973323084874467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.734177215189884	0
2025-07-24 16:00:00	4.74	4.749	4.496	4.563	1500782.0	6946811.89	ATOMUSDT	0.0	5.627224199288238	1.506016448074139	2.101818326629686	0.5934442307965452	-3.734177215189884	-3.734177215189884	5.627224199288238	-45.96990723906803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	4.098181021257951	3
