timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined
2025-06-20 00:00:00+00:00	260.17694091796875	262.4130372842634	258.8093273202072	260.2368341803139	12859200	CRM	0.45856763427438213	1.392418890528452	0.871880192017991	0.6820195084601157	1.4470130711893703	0.4354471895260832	-0.02301490583906233	1.392418890528452	68.57891976927111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-23 00:00:00+00:00	262.9521179199219	264.2797925758583	258.3002147445281	260.1869439795492	9283800	CRM	0.003844714887166872	2.3149720712560518	0.8122651523355695	0.6773099478518416	1.0078357552743167	1.0666498699545057	1.0627642948102807	2.3149720712560518	-27.804217991787983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-24 00:00:00+00:00	270.6986389160156	272.9047887455767	264.9785884009678	265.2481080930584	9713900	CRM	0.8731590341614036	2.9912606873031224	0.7384108198367945	0.6852023710712605	0.9994752546558288	2.9459815944334156	2.0548801882669663	2.9912606873031224	4.632801223636872	0.0	0.0	0.0	0.0	0.0	1.6695334670625899	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-25 00:00:00+00:00	267.2945556640625	273.5236987631583	266.5159127766755	271.52717541452205	6074300	CRM	0.30607338914750776	2.6294062194908667	0.6552371972803523	0.686761899586573	0.666638132364045	-1.2575176829792791	-1.5588199391084505	2.6294062194908667	-37.46795828657903	53.23285270151509	0.0	0.0	0.0	6.51360824574421	-2.304253146941912	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-26 00:00:00+00:00	270.26934814453125	270.53889828610454	264.6990615672291	268.31276384948774	6708000	CRM	0.38093113527719136	2.2062173867557293	0.5955748585103788	0.6277951491958697	0.7513575512105952	1.1129267010613892	0.729217748336816	2.2062173867557293	10.432477816373902	57.37268698483004	0.0	0.0	0.0	6.465481708110729	-0.39695299354516983	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-27 00:00:00+00:00	272.9447326660156	273.69342895541	268.961647690557	271.38741635670766	21741400	CRM	0.41368664994837084	1.7592773190834101	0.46248473161343223	0.6582475353869145	2.031094104414309	0.9898956503397739	0.5738351211026861	1.7592773190834101	224.11150864639237	60.73873697997309	0.0	0.0	0.0	6.3416459621637475	2.100363658613878	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-30 00:00:00+00:00	272.2159729003906	275.89956084127255	269.92994518237754	273.98288506096105	8541900	CRM	0.3803526028163899	2.2115425744489565	0.4684082490169435	0.6264024184031164	0.8092062259021021	-0.2669990215626308	-0.6448987352539524	2.2115425744489565	-60.71136173383499	59.36363177042908	0.0	0.0	0.0	6.315072369073123	2.7123512321661973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-07-01 00:00:00+00:00	271.4373474121094	273.5237107471009	270.1695659974102	271.60703484404195	6256800	CRM	-0.22369666623916293	1.2414961460621572	0.5282622275338728	0.6739247344123483	0.6342757043452873	-0.286032255927232	-0.06247534495194806	1.2414961460621572	-26.75165946686334	57.856499947715	0.0	0.0	0.0	6.103577539117237	2.0348325316697182	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-07-02 00:00:00+00:00	268.7420349121094	271.2376892659797	265.1882255493604	271.04801709792315	6115200	CRM	-0.1434328466211853	2.2811961971868513	0.4420379560816014	0.5931687430261702	0.6194075355577929	-0.9929777628971025	-0.8507651930103142	2.2811961971868513	-2.263137706175681	52.85413955483397	0.0	0.0	0.0	6.113973562233788	4.348648856816172	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-07-03 00:00:00+00:00	271.6769104003906	274.2524425975935	268.8518432474582	269.2311875605756	5031800	CRM	0.1820156822977915	2.008764115172694	0.42060317147312415	0.5311797889923321	0.5275850282361477	1.092079059846773	0.9084099290186172	2.008764115172694	-17.716509680795394	57.19415371451226	0.0	0.0	0.0	6.070861713894524	3.2975393829955784	276.5364419766704	257.41081449305614	0.7459151821061482	0.0	0.0	0.0	0.0
2025-07-07 00:00:00+00:00	269.3309936523437	273.52370496536173	267.7437612099306	271.038043088596	6283500	CRM	-0.2351570145777498	2.1587594531845085	0.42500022153911	0.46878322155540125	0.9748147642510518	-0.8634950775130571	-0.629819126791109	2.1587594531845085	24.875789975754202	52.99474643513487	0.0	0.0	0.0	6.050081859718567	2.842063987312286	276.7379371372825	257.51707384904563	0.6146404365993371	0.0	0.0	0.0	0.0
2025-07-08 00:00:00+00:00	273.17431640625	276.3188347638184	269.2611474835743	270.3193024805398	6661200	CRM	0.36694953476904635	2.621130952684016	0.5113944313938592	0.48815389398708275	1.0974512743628186	1.426988666171604	1.0561635441907495	2.621130952684016	6.010981141083791	58.385615445387344	0.0	0.0	0.0	6.122053675470393	5.452791212597257	276.6611360913384	257.5514096850288	0.8175369123057084	0.0	0.0	0.0	0.0
2025-07-09 00:00:00+00:00	270.4490661621094	275.08098448855907	268.90174228847684	273.88305829378095	6373600	CRM	0.25944675065167755	2.2979554343880597	0.2262493326173444	0.40759507762893205	1.046042546766321	-0.9976231587188383	-1.2538169221069884	2.2979554343880597	-4.317540383114154	53.684056178083644	0.0	0.0	0.0	6.126138570085524	3.9481305329742216	276.54435408481993	257.57845170131293	0.6786186177984815	0.0	0.0	0.0	0.0
2025-07-10 00:00:00+00:00	263.5111389160156	271.0180558401543	262.752450284728	270.42908510016537	7244600	CRM	-0.007388105356604118	3.1457767744770404	0.451651632763677	0.4987742987479771	1.1464897593583734	-2.5653359963665396	-2.5581368888584506	3.1457767744770404	13.665746203087735	43.975495820436095	0.0	0.0	0.0	6.2789576404670076	0.21259421696842598	276.47708059129445	257.2638556880024	0.3251553687347292	0.0	0.0	0.0	0.0
2025-07-11 00:00:00+00:00	257.62139892578125	262.492920795796	256.81280940259336	262.1235383841973	7011200	CRM	-0.5265813572535908	2.2117710586227837	0.4096366056016346	0.49879348076905194	1.0441381898546795	-2.2351009579566616	-1.717563972380531	2.2117710586227837	-3.2217099632829966	37.73640753630899	0.0	0.0	0.0	6.308912774249526	-4.830921959046715	276.9005597643459	256.09976677374	0.07315260301510924	0.0	0.0	0.0	0.0
2025-07-14 00:00:00+00:00	259.22857666015625	261.7741621336037	257.05237358555934	258.1504674879566	6533900	CRM	0.20536669872200566	1.8368974704186918	0.4912819183509691	0.4918363003703222	0.9658531537790654	0.623852576329661	0.417628208343249	1.8368974704186918	-6.807679141944317	40.22846065227761	-0.6763457541344451	0.0	0.0	6.195546758092013	-3.0176368478090603	277.03403502989636	255.2867291302599	0.18125682087187786	0.0	0.0	0.0	0.0
2025-07-15 00:00:00+00:00	257.1322326660156	261.35489058129264	256.782865446193	260.5463010496801	5201500	CRM	0.5083252805308413	1.7805024206561288	0.5470726577339754	0.5094343355252587	0.8035736355546766	-0.8086855319538679	-1.3103499723120184	1.7805024206561288	-20.392108847701984	38.0871255224776	-1.3202593642855618	0.0	0.0	6.079580927878273	-4.860749311272369	277.0798126992371	255.1999327841613	0.08831400763415202	0.0	0.0	0.0	0.0
2025-07-16 00:00:00+00:00	257.5016174316406	258.5298257629847	254.0775718834422	258.4798943993192	5649500	CRM	0.5241123290264622	1.7523206973911631	0.5890658253188478	0.42606443002117067	0.8927583776591542	0.14365556655232217	-0.378473138095329	1.7523206973911631	8.612900124963954	38.706236677662346	-1.780237802738327	0.0	0.0	5.963343281568572	-5.657964190601075	277.36852143268925	254.36096159953732	0.13650538583313337	0.0	0.0	0.0	0.0
2025-07-17 00:00:00+00:00	259.4282531738281	259.7477042264874	256.20385694414034	257.5415239545556	5837400	CRM	0.015497581457160977	1.3832138690713345	0.29454704138589793	0.49785793146864227	0.9653860783567897	0.7482033555377442	0.7325922400014401	1.3832138690713345	3.3259580493849015	41.96592476992835	-1.9666404197818679	0.0	0.0	5.790522138767033	-4.697637537692098	277.46349549393335	254.0200158586057	0.23069260192384605	0.0	0.0	0.0	0.0
2025-07-18 00:00:00+00:00	261.9239196777344	262.5228828134107	258.6695766633665	259.8475182026605	6381200	CRM	0.16161116752055268	1.489663453951104	0.19956374973460173	0.5362902391534797	1.0777779654432753	0.9619871673090462	0.7990845898533547	1.489663453951104	9.315791276938363	45.97398564606915	-1.8911859921421978	0.0	0.0	5.652149568143974	-3.5048337397474087	277.3429439460003	254.4280674065388	0.32711728812010193	0.0	0.0	0.0	0.0
2025-07-21 00:00:00+00:00	261.8240661621094	263.8505361071046	261.18519454322615	263.1617331266578	6714700	CRM	0.47258511190822045	1.0204795752453395	0.31021893343494533	0.6278270649783393	1.1272213884496194	-0.03812309916095393	-0.508306032436946	1.0204795752453395	5.226289726070331	45.83757935234966	-1.8184828208260342	0.0	0.0	5.4388061392678635	-2.5742042000472627	277.2827758733894	254.65294800356372	0.3168878791211453	0.0	0.0	0.0	0.0
2025-07-22 00:00:00+00:00	263.1318054199219	265.42782567471664	261.54457292698646	262.5428346557154	5001400	CRM	0.27452346308035974	1.484738415434161	0.26470071195718115	0.5956732713398154	0.8452822790543602	0.49947251869612636	0.22433320832343784	1.484738415434161	-25.515659672062785	48.01307811929369	-1.6364771153731112	0.0	0.0	5.327695182729458	-3.14531881560166	277.2824491455553	254.67124348139788	0.3741756217774543	0.0	0.0	0.0	0.0
2025-07-23 00:00:00+00:00	266.7554931640625	268.01331265693506	262.0436967131534	263.4612417340518	5620700	CRM	0.1251982114454665	2.278099423363086	0.45947740742675885	0.5940091184803369	0.95087530535875	1.3771378714016431	1.2503742138041185	2.278099423363086	12.382532890790579	53.577311682776575	-1.186161633045458	0.0	0.0	5.373546665661758	-0.9562584882472479	276.88479436170536	254.67458369005243	0.5439349339188858	0.0	0.0	0.0	0.0
2025-07-24 00:00:00+00:00	267.23468017578125	268.8318745893041	265.1782634270665	267.5141922446008	5877100	CRM	0.2844174159411481	1.377794361807669	0.45992007310080585	0.3895551612148309	0.9929177465188495	0.17963529299246178	-0.10448494955511425	1.377794361807669	4.561709395626879	54.27427639321434	-0.7816071017052764	-1.2877841073925622	0.5061770056872859	5.25069412970289	-2.174302587669203	276.8801975967622	254.67319290616751	0.5656542809185746	0.0	0.0	0.0	0.0
2025-07-25 00:00:00+00:00	268.6421813964844	270.62874282091667	266.5458562766691	267.54411793925857	4015400	CRM	0.11579251737602995	1.5317764084877088	0.45937845350246087	0.3388928203911748	0.7373307429864153	0.526691079083486	0.41042332221076994	1.5317764084877088	-31.677187728641677	56.34737195870922	-0.3434619202093927	-1.0989196699559283	0.7554577497465356	5.1672793021703685	-0.6681053816403043	276.6892763254704	254.70139750265463	0.6340213172070082	0.0	0.0	0.0	0.0
2025-07-28 00:00:00+00:00	269.7802124023437	269.8700522955965	266.1265710874234	269.0315161607091	4533700	CRM	0.1449268920468231	1.406654432466795	0.37525530659202094	0.3318023092165911	0.9049915563132029	0.4236233490747746	0.27829313543598444	1.406654432466795	12.907804950938887	58.005217515781695	0.09451141527858908	-0.8602334529090249	0.954744868187614	5.065579438313423	2.3790544536814067	276.1951152025285	254.87910659922935	0.6990570364476237	0.0	0.0	0.0	0.0
2025-07-29 00:00:00+00:00	266.9252014160156	273.5236964033565	266.84532342262327	271.1278744985686	5137100	CRM	0.49954074994018605	2.5027131429829037	0.53042996372695	0.44627467466546084	1.0199134371029226	-1.058272940370502	-1.5500704567265549	2.5027131429829037	13.309217636808787	52.60739225107866	0.20882570012440738	-0.6464216223023385	0.8552473224267458	5.180778977057694	3.6114245668368294	275.5086385925125	255.03650606080782	0.5807257908669784	0.0	0.0	0.0	0.0
2025-07-30 00:00:00+00:00	264.34967041015625	267.3045164234517	262.87223217124426	266.4060870133077	3928200	CRM	-0.19447935225077428	1.6860983054764276	0.46440926063995874	0.444626566999763	0.8360896494476726	-0.9648886625153418	-0.7719105168376689	1.6860983054764276	-23.532732475521208	48.245708874911365	0.09055292909317814	-0.4990267120232352	0.5895796411164134	5.127315068139817	1.9755128142039897	274.75913152917394	255.077245423951	0.47111465520291973	0.0	0.0	0.0	0.0
2025-07-31 00:00:00+00:00	257.88092041015625	264.57927806209267	257.41173621285475	264.5393390657507	7340300	CRM	0.07174915531393557	2.784465834654506	0.6197528997071281	0.5670255997144338	1.4707249536159521	-2.4470429601683636	-2.516986199145044	2.784465834654506	86.86166692123619	39.40816068518711	-0.519168506091944	-0.503055070836977	-0.016113435254967	5.273045552503967	0.29116837526669864	274.5065092688814	254.24375623404828	0.1795000003136506	0.0	0.0	0.0	0.0
2025-08-01 00:00:00+00:00	250.30413818359372	255.54501198384452	249.69519795179784	254.54675030760632	7646900	CRM	-1.292910734631697	2.3427819517682322	0.5770045155082154	0.5863100567283257	1.3375160042258152	-2.938093370580404	-1.6667319928011741	2.3427819517682322	4.176940996961977	32.01160303094403	-1.595369711206672	-0.7215179989109161	-0.873851712295756	5.481093902922141	-2.7951200151034508	274.57646408176896	252.03652419948097	-0.07685850206053839	0.0	0.0	0.0	0.0
2025-08-04 00:00:00+00:00	251.8813934326172	253.05933489896373	250.20430589594127	250.56368070863863	4403500	CRM	0.10369086461308798	1.1410790844702106	0.6671002437192696	0.5685147632079065	0.7737384031487208	0.6301355065358835	0.5258993323580788	1.1410790844702106	-42.41457322575161	34.7568429738472	-2.294545510605758	-1.0361235012498844	-1.2584220093558736	5.293517838643592	-2.9090354072400184	274.384537271338	250.48349098793938	0.05848708161570223	0.0	0.0	0.0	0.0
2025-08-05 00:00:00+00:00	247.05978393554688	252.84968938285687	246.58060737109287	252.57017733639083	6761000	CRM	0.2734556508469936	2.542406752340142	0.6734244978215204	0.5902323809472152	1.1238401723409985	-1.9142380591761254	-2.181727652471345	2.542406752340142	53.536959236970596	30.678743525128326	-3.200813968469788	-1.4690615946938652	-1.7317523737759228	5.363200993866479	-5.674982170576867	273.78521792039606	248.47135709181094	-0.055762855212906956	0.0	0.0	0.0	0.0
2025-08-06 00:00:00+00:00	248.7368621826172	249.82496376334453	246.59060565312643	248.93651147313145	5834700	CRM	0.7596248598979481	1.3116307093903636	0.7476118663102664	0.611007613970307	0.9120595002876223	0.6788147469228865	-0.08020088709880055	1.3116307093903636	-13.70063600059163	33.5971783566049	-3.740592826363695	-1.9233678410278314	-1.8172249853358637	5.211140787891594	-4.998472512984805	273.0356673731002	247.04968724115756	0.06492635386054624	0.0	0.0	0.0	0.0
2025-08-07 00:00:00+00:00	240.46127319335935	252.57017675400957	236.5580664525636	250.25421762687853	10010200	CRM	0.6100243570441648	6.768786430141388	2.2908324779094	1.6427555249507089	1.4442107207059034	-3.3270456644990896	-3.913198557204804	6.768786430141388	71.56323375666273	27.454851262592115	-4.781029596490782	-2.4949001921204217	-2.2861294043703606	5.982638610288335	-8.615656397136599	274.3104648220383	243.46990321995395	-0.09755432035943426	0.0	0.0	0.0	0.0
2025-08-08 00:00:00+00:00	240.0919189453125	242.527679960524	237.4165848677949	240.8705618623372	8812000	CRM	0.17020980698573804	2.152796147571244	2.302301390887695	1.617757636403471	1.229991010959929	-0.15360238392726216	-0.32326196734232854	2.152796147571244	-11.969790813370363	27.215696815020777	-5.571166098896185	-3.1101533734755744	-2.461012725420611	5.920385501891247	-9.995510833717345	275.4798264806104	240.54759356333486	-0.013044531653658053	0.0	0.0	0.0	0.0
2025-08-11 00:00:00+00:00	232.2755279541016	241.44955552918196	231.16747207619568	238.5046865237461	10740100	CRM	-0.6610936463579741	4.447893711273177	2.1845526707191727	1.6815190246745821	1.2737914512073627	-3.2555827058016495	-2.6117552071767447	4.447893711273177	21.880390376758964	22.707727933963852	-6.750259607499601	-3.8381746202803804	-2.9120849872192203	6.231935355540893	-13.081817149886488	277.4024068035222	235.92970836981766	-0.08811050531369204	0.0	0.0	0.0	0.0
2025-08-12 00:00:00+00:00	231.2573089599609	233.2638094923237	226.0863054358169	232.59497598153607	13178000	CRM	0.1375297820860403	3.174674398199848	2.1370485635910703	1.6831624400617822	1.3564590838908903	-0.438366883980083	-0.5751057244165689	3.174674398199848	22.699043770542175	22.192050084367096	-7.6783502293567665	-4.606209742095658	-3.072140487261109	6.2994759770384565	-13.916233199933622	278.8750452761623	231.86957752657207	-0.013025475459001273	0.0	0.0	0.0	0.0
2025-08-13 00:00:00+00:00	236.6179656982422	236.93741674855283	229.2108658321392	232.6049494642353	10209200	CRM	0.5827450428854148	3.3709357051476383	1.7574407043092715	1.6390995448421861	0.9640506520363743	2.318048567800901	1.7252497177081474	3.3709357051476383	-22.528456518439825	31.067498817275705	-7.890353452779664	-5.2630384842324585	-2.6273149685472053	6.401409901279541	-12.292319888400167	279.17678145842376	229.47947617097077	0.1436393680901178	0.0	0.0	0.0	0.0
2025-08-14 00:00:00+00:00	232.96432495117188	236.58801974822248	232.4651941078212	236.58801974822248	7544800	CRM	-0.012655822617416431	1.7735238413751753	1.0589160888184916	1.6846689877009016	0.7472451722423495	-1.5441096098889566	-1.5316476298787014	1.7735238413751753	-26.098029228538966	28.6673079163034	-8.257992807617654	-5.8620293489094975	-2.395963458708157	6.240792879075359	-12.72299366439893	279.3968310212644	226.61303378586453	0.12032653007100824	0.0	0.0	0.0	0.0
2025-08-15 00:00:00+00:00	242.01856994628903	244.07498661929336	234.22214847548955	235.7394952982848	12942800	CRM	1.1912426281125148	4.206621025353146	1.0542320528357991	1.7186067264731828	1.1849147393843071	3.886537132676809	2.6635649830586217	4.206621025353146	71.54596543314601	40.86075163596548	-7.729645205015629	-6.2355525201307245	-1.4940926848849045	6.588640649721511	-8.447561303639613	278.482300758117	225.53702907586742	0.31129391439022897	0.0	0.0	0.0	0.0
2025-08-18 00:00:00+00:00	243.5458984375	244.0949453970176	239.0736904652066	239.3532025114584	8809200	CRM	-1.101306992856856	2.10029590543413	0.9886584821712262	1.6218489175036244	0.8360413028623491	0.6310790496571914	1.751677388081279	2.10029590543413	-31.937447847451867	42.641889335547965	-7.1057723580369725	-6.409596487711974	-0.6961758703249981	6.476684527013617	-5.558775713168925	277.4115713284638	224.77994173305962	0.3565528342690538	0.0	0.0	0.0	0.0
2025-08-19 00:00:00+00:00	245.57237243652344	248.0680266279515	243.0268021148139	244.5741107599522	8642200	CRM	0.4221842080071228	2.074349194931986	1.0403570632068102	1.6489800142319486	0.8974582642757154	0.8320706741622592	0.4081632653061278	2.074349194931986	-1.8957453571266405	45.0084148961749	-6.374349582185289	-6.4025471066066375	0.028197524421348596	6.374151668879615	-1.890406519607605	276.03574435553196	224.39982540765163	0.4100352518223353	0.0	0.0	0.0	0.0
2025-08-20 00:00:00+00:00	246.02159118652344	247.1396546405921	244.0250678005792	245.2728949167944	8195100	CRM	-0.12195081912418637	1.2763388893137013	1.1236229698814486	1.653355482968945	0.8881824940770493	0.18292723466525776	0.30525030904169964	1.2763388893137013	-5.173451204554396	45.544776192744074	-5.692820275382019	-6.260601740361714	0.5677814649796948	6.141325609674851	-2.3264133035937617	273.90133520512035	224.46084436030935	0.43609491851307103	0.0	0.0	0.0	0.0
2025-08-21 00:00:00+00:00	245.40267944335935	245.86187130259717	239.60278131124227	244.61404415774356	5646800	CRM	-0.5721233742093512	2.612277686052561	1.0900526700101005	1.0509409123300122	0.6382569892011276	-0.2515680596077673	0.3223998394414418	2.612277686052561	-31.095410672230965	44.89507240095073	-5.143354999986457	-6.037152392286663	0.8937973923002058	6.1611459143610166	-0.6707301632789555	271.41314775478827	224.76583173739925	0.44240160995044525	0.0	0.0	0.0	0.0
2025-08-22 00:00:00+00:00	247.8583831787109	249.0962331323101	243.68565671234853	245.35275187227785	6694300	CRM	-0.02034516134654539	2.220309760105541	0.4864694949183909	1.0471094879577707	0.8811164695848119	1.000683342546126	1.0212362760607652	2.220309760105541	18.550329390097044	48.06100938016737	-4.458351936386521	-5.7213923011066345	1.2630403647201138	6.107533807618198	-0.35317604161996635	268.38574957166145	225.71485009874868	0.5189375746348822	0.0	0.0	0.0	0.0
2025-08-25 00:00:00+00:00	247.43911743164065	248.93650994973052	246.36099299074417	248.93650994973052	4957700	CRM	0.4349769239970635	1.0454240047177916	0.6604672608250707	0.9756929467547522	0.7261667267203927	-0.16915536270885645	-0.6015158316440792	1.0454240047177916	-25.94147259608921	47.558621466375136	-3.9043068955957665	-5.3579752200044615	1.453668324408695	5.8552468898587815	2.901857810870981	264.5587818836232	227.30770828971663	0.5404249381208989	0.0	0.0	0.0	0.0
2025-08-26 00:00:00+00:00	243.3163146972656	248.3974631458032	242.4278623845896	246.27116082901887	8862300	CRM	-0.47201776935874085	2.4624235442638085	0.7146300043180565	0.9369066036738682	1.2897672035906182	-1.6661887486379565	-1.1998344109015517	2.4624235442638085	78.7582951771991	42.818734564359985	-3.754617045916774	-5.037303585186924	1.2826865392701503	5.863415023526983	1.34298387305886	260.7081774144041	228.79742408706076	0.454984263808152	0.0	0.0	0.0	0.0
2025-08-27 00:00:00+00:00	249.7251434326172	249.93476985359308	245.18304978021305	245.3228058049517	6506900	CRM	0.8246430619264453	1.9380295977391437	0.6198393027940984	0.8640846698080559	0.9959134321048121	2.6339494510778954	1.794508102587752	1.9380295977391437	-26.57775069677172	50.994918148263956	-3.083305417896156	-4.6465039517287705	1.5631985338326144	5.917346461584161	7.512464025897596	257.45930690574164	230.5838418979693	0.712222152402284	0.0	0.0	0.0	0.0
2025-08-28 00:00:00+00:00	254.0875396728516	255.2055878602424	249.85490474131413	252.0411002187948	8461200	CRM	0.9274023249495229	2.141516142926255	0.5454490767950945	0.8530436317247202	1.1923094266453227	1.7468790608229243	0.811946723086149	2.141516142926255	30.034271311991883	55.64412772919186	-2.174214209623159	-4.152046003307649	1.9778317936844898	5.886139173444236	9.872220175684665	256.5707119999791	231.09309873000137	0.9025351275720311	0.0	0.0	0.0	0.0
2025-08-29 00:00:00+00:00	255.8045654296875	257.1921638417244	252.4304359459877	254.956036875844	7363200	CRM	0.3418102296990408	1.8863525223858233	0.5259384635157149	0.48518462713381555	1.0183866140360098	0.6757614950527099	0.33281367416952035	1.8863525223858233	-12.976882711672102	57.35888609118922	-1.3002151774152821	-3.5816798381291757	2.2814646607138935	5.80582408217941	8.108682565513178	257.60750470596156	230.6063487486283	0.933227330003092	0.0	0.0	0.0	0.0
2025-09-02 00:00:00+00:00	252.4204559326172	254.54675824362107	248.31759970607249	254.37705558124145	9312500	CRM	-0.5580470567631158	2.5085449218750053	0.2888306237377152	0.5131973893164645	1.149518220712436	-1.3229277168630114	-0.7691730074292707	2.5085449218750053	26.473544111255976	53.00922388548513	-0.8705982866777902	-3.039463527838899	2.1688652411611087	5.925905627996239	8.351549528247821	257.69843612713805	230.56932357745177	0.8054495817047322	0.0	0.0	0.0	0.0
2025-09-03 00:00:00+00:00	256.00421142578125	257.5515047920152	250.1144585721869	254.61661311419977	17417900	CRM	0.8700393054391895	2.9734571372977396	0.45379967103741703	0.59645463095895	1.775101555796069	1.4197563663860644	0.5449755593752729	2.9734571372977396	87.03785234899328	56.74966598416532	-0.2381988795321206	-2.4792105981775436	2.241011718645423	6.033844241698529	5.778747260012336	259.06094689221794	230.10125556139536	0.8944486171652207	0.0	0.0	0.0	0.0
2025-09-04 00:00:00+00:00	243.58583068847656	244.79373404149973	234.21215398267373	239.6427000400819	30967500	CRM	-6.391110245638575	4.517946604773037	1.0409817386140392	0.8992057952465001	2.105993691709862	-4.850850174746022	1.6454207233248253	4.517946604773037	77.79123774967131	43.75305814840511	-0.7306548002196962	-2.1294994385859742	1.398844638366278	7.159430898942029	0.01639619112157215	258.68128770877547	229.96581159542376	0.4743093598479449	0.0	0.0	0.0	0.0
